"idBank";"Dernière mise à jour";"Correction";"Quotité de temps de travail";"Puissance";"Indicateur";"Série arrêtée";"Nature";"Métiers";"﻿Base de l'indice";"Périodicité";"Unité";"Zone géographique";"Sexe";"Nomenclature de valorisations"
"010752345";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Troisième quartile (Q3) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752346";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752347";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752348";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752349";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752350";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752351";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752352";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752353";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752354";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752355";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752356";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752357";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752358";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752359";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752360";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752361";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D5/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752362";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D5/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752363";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D5/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752364";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752365";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752366";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752367";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Évolution du salaire net annuel moyen";"non";"Taux";"Sans objet";"Sans objet";"Annuelle";"%";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752368";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Évolution du salaire net annuel moyen";"non";"Taux";"Sans objet";"Sans objet";"Annuelle";"%";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752369";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Évolution du salaire net annuel moyen";"non";"Taux";"Sans objet";"Sans objet";"Annuelle";"%";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752370";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Évolution du pouvoir d'achat du salaire net annuel moyen";"non";"Taux";"Sans objet";"Sans objet";"Annuelle";"%";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752371";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Évolution du pouvoir d'achat du salaire net annuel moyen";"non";"Taux";"Sans objet";"Sans objet";"Annuelle";"%";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752372";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Évolution du pouvoir d'achat du salaire net annuel moyen";"non";"Taux";"Sans objet";"Sans objet";"Annuelle";"%";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752373";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Indice du pouvoir d'achat du salaire net annuel moyen";"non";"Indice";"Sans objet";"1951";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752374";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Indice du pouvoir d'achat du salaire net annuel moyen";"non";"Indice";"Sans objet";"1951";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752375";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Indice du pouvoir d'achat du salaire net annuel moyen";"non";"Indice";"Sans objet";"1951";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752376";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Cadres, y compris les chefs d'entreprise salariés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752377";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Cadres, y compris les chefs d'entreprise salariés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752378";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Cadres, y compris les chefs d'entreprise salariés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752379";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Professions intermédiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752380";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Professions intermédiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752381";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Professions intermédiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752382";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752383";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752384";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752385";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752386";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752387";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752388";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Premier décile (D1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752389";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Premier décile (D1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752390";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Premier décile (D1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752391";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Premier quartile (Q1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752392";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Premier quartile (Q1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752393";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Premier quartile (Q1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752394";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Médiane (D5) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752395";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Médiane (D5) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752396";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Médiane (D5) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752397";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Troisième quartile (Q3) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752398";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Troisième quartile (Q3) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752399";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Troisième quartile (Q3) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752400";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752401";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752402";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752403";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752404";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752405";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752406";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752407";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752408";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752409";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752410";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752411";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752412";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752413";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752414";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752415";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D5/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752416";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D5/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752417";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Rapport interdécile D5/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752418";"06/01/2022 10:20";"Non corrigé";"Temps complet dans le secteur privé";"0";"Indice du salaire net mensuel moyen d'un temps complet";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros constants"
"000883657";"24/01/2022 09:51";"Non corrigé";"Sans objet";"0";"Montant mensuel brut du SMIC";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine";"Ensemble";"Sans objet"
"000883658";"24/01/2022 09:51";"Non corrigé";"Sans objet";"0";"Montant mensuel net du SMIC";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine";"Ensemble";"Sans objet"
"000883671";"24/01/2022 09:51";"Non corrigé";"Sans objet";"0";"Montant horaire brut du SMIC";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine";"Ensemble";"Sans objet"
""
"Codes"
""
"Q";"Couvert par le secret statistique"
"E";"Estimation"
"F";"Prévision"
"P";"Provisoire"
"SD";"Valeur semi-définitive"
"R";"Révision"
"A";"Valeur normale"
"N";"Valeur non significative"
"O";"Valeur manquante"
"U";"Valeur atypique"
